description,industry,level,size,line_code,value
Important reasons the business does not review prices more frequently: cost managerial staff time,total,0,6�19 employees,C1001,3861
Important reasons the business does not review prices more frequently: cost managerial staff time,total,0,20�49 employees,C1001,897
Important reasons the business does not review prices more frequently: cost managerial staff time,total,0,50�99 employees,C1001,273
Important reasons the business does not review prices more frequently: cost managerial staff time,total,0,100+ employees,C1001,228
Important reasons the business does not review prices more frequently: cost managerial staff time,"Agriculture, forestry, & fishing",1,total,C1001,180
Important reasons the business does not review prices more frequently: cost managerial staff time,Agriculture,2,total,C1001,117
Important reasons the business does not review prices more frequently: cost managerial staff time,Commercial fishing,2,total,C1001,3
Important reasons the business does not review prices more frequently: cost managerial staff time,Forestry & logging,2,total,C1001,12
Important reasons the business does not review prices more frequently: cost managerial staff time,"Agriculture, forestry, & fishing support services",2,total,C1001,48
Important reasons the business does not review prices more frequently: cost managerial staff time,Mining,1,total,C1001,9
Important reasons the business does not review prices more frequently: cost managerial staff time,Manufacturing,1,total,C1001,900
Important reasons the business does not review prices more frequently: cost managerial staff time,"Food, beverage, & tobacco",2,total,C1001,147
Important reasons the business does not review prices more frequently: cost managerial staff time,"Textile, clothing, footwear, & leather",2,total,C1001,39
Important reasons the business does not review prices more frequently: cost managerial staff time,Wood & paper product,2,total,C1001,81
Important reasons the business does not review prices more frequently: cost managerial staff time,"Printing, publishing, & recorded media",2,total,C1001,9
Important reasons the business does not review prices more frequently: cost managerial staff time,"Petroleum, coal, chemical, & associated product",2,total,C1001,81
Important reasons the business does not review prices more frequently: cost managerial staff time,Non-metallic mineral product,2,total,C1001,27
Important reasons the business does not review prices more frequently: cost managerial staff time,Metal product,2,total,C1001,195
Important reasons the business does not review prices more frequently: cost managerial staff time,Transport and industrial machinery & equipment,2,total,C1001,210
Important reasons the business does not review prices more frequently: cost managerial staff time,Other machinery & equipment,2,total,C1001,30
Important reasons the business does not review prices more frequently: cost managerial staff time,Other manufacturing,2,total,C1001,78
Important reasons the business does not review prices more frequently: cost managerial staff time,"Electricity, gas, water, & waste services",1,total,C1001,24
Important reasons the business does not review prices more frequently: cost managerial staff time,Construction,1,total,C1001,840
Important reasons the business does not review prices more frequently: cost managerial staff time,Wholesale trade,1,total,C1001,411
Important reasons the business does not review prices more frequently: cost managerial staff time,Machinery & equipment wholesaling,2,total,C1001,120
Important reasons the business does not review prices more frequently: cost managerial staff time,Other wholesale trade,2,total,C1001,291
Important reasons the business does not review prices more frequently: cost managerial staff time,Retail trade,1,total,C1001,489
Important reasons the business does not review prices more frequently: cost managerial staff time,Accommodation & food services,1,total,C1001,1122
Important reasons the business does not review prices more frequently: cost managerial staff time,"Transport, postal, & warehousing",1,total,C1001,138
Important reasons the business does not review prices more frequently: cost managerial staff time,Information media & telecommunications,1,total,C1001,51
Important reasons the business does not review prices more frequently: cost managerial staff time,Publishing,2,total,C1001,18
Important reasons the business does not review prices more frequently: cost managerial staff time,Motion picture,2,total,C1001,12
Important reasons the business does not review prices more frequently: cost managerial staff time,Telecommunications,2,total,C1001,18
Important reasons the business does not review prices more frequently: cost managerial staff time,Financial & insurance services,1,total,C1001,39
Important reasons the business does not review prices more frequently: cost managerial staff time,Finance,2,total,C1001,21
Important reasons the business does not review prices more frequently: cost managerial staff time,Insurance,2,total,C1001,9
Important reasons the business does not review prices more frequently: cost managerial staff time,Auxiliary,2,total,C1001,9
Important reasons the business does not review prices more frequently: cost managerial staff time,"Rental, hiring, & real estate services",1,total,C1001,105
Important reasons the business does not review prices more frequently: cost managerial staff time,"Professional, scientific, & technical services",1,total,C1001,459
Important reasons the business does not review prices more frequently: cost managerial staff time,Computer systems design,2,total,C1001,111
Important reasons the business does not review prices more frequently: cost managerial staff time,Other professional scientific,2,total,C1001,348
Important reasons the business does not review prices more frequently: cost managerial staff time,Administrative & support services,1,total,C1001,174
Important reasons the business does not review prices more frequently: cost managerial staff time,Education & training,1,total,C1001,66
Important reasons the business does not review prices more frequently: cost managerial staff time,Health care & social assistance,1,total,C1001,129
Important reasons the business does not review prices more frequently: cost managerial staff time,Arts & recreation services,1,total,C1001,18
Important reasons the business does not review prices more frequently: cost managerial staff time,Other services,1,total,C1001,96
Important reasons the business does not review prices more frequently: cost managerial staff time,total,0,total,C1001,5259
Important reasons the business does not review prices more frequently: cost non-managerial staff time,total,0,6�19 employees,C1002,1662
Important reasons the business does not review prices more frequently: cost non-managerial staff time,total,0,20�49 employees,C1002,369
Important reasons the business does not review prices more frequently: cost non-managerial staff time,total,0,50�99 employees,C1002,153
Important reasons the business does not review prices more frequently: cost non-managerial staff time,total,0,100+ employees,C1002,147
Important reasons the business does not review prices more frequently: cost non-managerial staff time,"Agriculture, forestry, & fishing",1,total,C1002,54
Important reasons the business does not review prices more frequently: cost non-managerial staff time,Agriculture,2,total,C1002,24
Important reasons the business does not review prices more frequently: cost non-managerial staff time,Commercial fishing,2,total,C1002,0
Important reasons the business does not review prices more frequently: cost non-managerial staff time,Forestry & logging,2,total,C1002,0
Important reasons the business does not review prices more frequently: cost non-managerial staff time,"Agriculture, forestry, & fishing support services",2,total,C1002,30
Important reasons the business does not review prices more frequently: cost non-managerial staff time,Mining,1,total,C1002,3
